DR_NO;Date Rptd;AREA NAME;Crm Cd Desc
220506011;02/20/2022 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220513399;09/06/2022 12:00:00 AM;Harbor     ;SEXUAL PENETRATION W/FOREIGN OBJECT                     
220509662;05/30/2022 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
220511839;07/27/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220515398;10/28/2022 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
220504311;01/10/2022 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
220512278;08/08/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
240508079;04/16/2024 12:00:00 AM;Harbor     ;CHILD PORNOGRAPHY                                       
220512319;08/09/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220505997;02/19/2022 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
220514853;10/14/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220510175;06/13/2022 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
220509089;05/13/2022 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
220506198;02/23/2022 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
220516578;12/03/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220506674;03/11/2022 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
220512670;08/18/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220513957;09/20/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220510305;06/15/2022 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
220506022;02/21/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220512204;08/06/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220508765;05/03/2022 12:00:00 AM;Harbor     ;OTHER ASSAULT                                           
220507214;03/26/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220513761;09/16/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220506425;03/04/2022 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
220500809;09/21/2022 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220517528;12/29/2022 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
220516383;11/28/2022 12:00:00 AM;Harbor     ;CRIMINAL HOMICIDE                                       
230507529;04/04/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220512144;08/04/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220514582;10/07/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220517173;12/18/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220517056;12/15/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220517299;12/22/2022 12:00:00 AM;Harbor     ;ROBBERY                                                 
220508434;04/26/2022 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
220509937;06/07/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220511916;07/30/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220504853;01/24/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220510548;06/23/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220517238;12/20/2022 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
220513935;09/21/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220504203;01/04/2022 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
220511943;07/31/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220514136;09/25/2022 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
220515570;11/02/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220514603;10/06/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220516909;12/11/2022 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220513055;08/29/2022 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
220512137;08/04/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220515867;11/10/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220505408;02/05/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220514684;10/09/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220512207;08/06/2022 12:00:00 AM;Harbor     ;VEHICLE - ATTEMPT STOLEN                                
220513750;09/15/2022 12:00:00 AM;Harbor     ;ATTEMPTED ROBBERY                                       
220515762;11/07/2022 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
220507928;04/05/2022 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE, ATTEMPTED                        
220511301;07/13/2022 12:00:00 AM;Harbor     ;BUNCO, GRAND THEFT                                      
220514996;10/18/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220509663;05/30/2022 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
220513208;09/01/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220506949;03/18/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220511802;07/27/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220517172;12/18/2022 12:00:00 AM;Harbor     ;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT                 
220505804;02/16/2022 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
220507376;03/30/2022 12:00:00 AM;Harbor     ;THEFT, PERSON                                           
220514605;10/08/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220514015;09/22/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220506193;02/26/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220514687;10/09/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220506505;03/04/2022 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220514665;10/09/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220510407;06/20/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220509835;06/04/2022 12:00:00 AM;Harbor     ;ATTEMPTED ROBBERY                                       
220505349;02/04/2022 12:00:00 AM;Harbor     ;TRESPASSING                                             
230509988;06/15/2023 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220510188;06/14/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220508807;05/05/2022 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
220508896;05/07/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220516893;12/10/2022 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
220504518;01/16/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220511119;07/07/2022 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
220506992;03/20/2022 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
220514221;09/27/2022 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
220512545;08/15/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220513578;09/11/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220507828;04/10/2022 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
220508972;05/09/2022 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
220507967;04/14/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220517561;12/30/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220505034;01/28/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220510428;06/18/2022 12:00:00 AM;Harbor     ;BIKE - STOLEN                                           
220505092;01/29/2022 12:00:00 AM;Harbor     ;DISCHARGE FIREARMS/SHOTS FIRED                          
220507801;04/10/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220514685;10/09/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220505231;02/01/2022 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
220508439;04/27/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220504783;01/22/2022 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220513722;09/14/2022 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220510477;06/22/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220513807;09/17/2022 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
220509506;05/25/2022 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220511053;07/07/2022 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
220507643;04/06/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220515890;11/11/2022 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
220507842;04/11/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220512081;08/03/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220514972;10/16/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220510796;06/15/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
229921795;09/06/2022 12:00:00 AM;Harbor     ;OTHER MISCELLANEOUS CRIME                               
220510889;07/02/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220511670;07/23/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220515287;10/26/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220505722;02/13/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220507820;04/10/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220515487;10/31/2022 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
220512379;08/10/2022 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220509683;05/30/2022 12:00:00 AM;Harbor     ;DISTURBING THE PEACE                                    
220516921;12/11/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220515714;11/06/2022 12:00:00 AM;Harbor     ;RAPE, FORCIBLE                                          
220513321;09/04/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220516259;11/23/2022 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
220516548;12/02/2022 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
220514431;10/02/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220510412;06/21/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220515649;11/03/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220515157;10/23/2022 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
220504402;01/13/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220509380;05/22/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220516092;11/17/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220511357;07/15/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220516266;11/21/2022 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
220510141;06/13/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220506835;03/15/2022 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
220508453;04/27/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220507806;04/10/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220507236;03/27/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220512580;08/15/2022 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220512364;08/10/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220510575;06/24/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220510841;07/01/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
230504585;12/28/2022 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220506430;03/05/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220504042;01/02/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220516164;11/19/2022 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
220512086;08/03/2022 12:00:00 AM;Harbor     ;VIOLATION OF COURT ORDER                                
220513135;08/30/2022 12:00:00 AM;Harbor     ;VIOLATION OF COURT ORDER                                
220509963;06/07/2022 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220508456;04/27/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220510265;06/16/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220505746;02/14/2022 12:00:00 AM;Harbor     ;VEHICLE - ATTEMPT STOLEN                                
230504017;01/01/2023 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
220514715;10/10/2022 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
220515218;10/24/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220514567;10/07/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220506012;02/21/2022 12:00:00 AM;Harbor     ;SHOPLIFTING-GRAND THEFT ($950.01 & OVER)                
220514669;10/08/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220515751;11/07/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220513953;09/20/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220515456;10/31/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220505142;01/31/2022 12:00:00 AM;Harbor     ;OTHER MISCELLANEOUS CRIME                               
220511051;07/07/2022 12:00:00 AM;Harbor     ;VEHICLE - ATTEMPT STOLEN                                
220505065;01/28/2022 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
220514835;10/13/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220514456;10/03/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220517400;12/23/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220509126;05/14/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220509619;05/29/2022 12:00:00 AM;Harbor     ;BATTERY POLICE (SIMPLE)                                 
220511987;08/01/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220509121;05/15/2022 12:00:00 AM;Harbor     ;FAILURE TO YIELD                                        
220516288;11/23/2022 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         
220511889;07/29/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220514535;10/05/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220509243;05/18/2022 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
220512262;08/07/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220517344;12/23/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220515828;11/09/2022 12:00:00 AM;Harbor     ;INDECENT EXPOSURE                                       
220515361;10/28/2022 12:00:00 AM;Harbor     ;ROBBERY                                                 
220510118;06/11/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220513898;09/19/2022 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
220512976;08/27/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220505761;02/15/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220509348;05/20/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220508559;04/29/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230505188;01/11/2023 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220500722;06/03/2022 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220504591;01/18/2022 12:00:00 AM;Harbor     ;ROBBERY                                                 
220507618;04/05/2022 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
220517053;12/15/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220508485;04/26/2022 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
220508519;04/26/2022 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
220513942;09/20/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - AGGRAVATED ASSAULT                   
220510903;07/03/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220504404;01/13/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220513846;09/18/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220505150;01/31/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220508653;05/01/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220507268;03/27/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220505242;02/02/2022 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
220505975;02/20/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220509927;06/07/2022 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220515933;11/13/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220505501;02/02/2022 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
220512230;08/07/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220514965;10/17/2022 12:00:00 AM;Harbor     ;ROBBERY                                                 
220514959;10/17/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220506166;02/25/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220507737;04/08/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220516185;11/20/2022 12:00:00 AM;Harbor     ;VEHICLE - ATTEMPT STOLEN                                
220515952;11/13/2022 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
220506072;02/22/2022 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
220510088;06/11/2022 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
220505572;02/10/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220508347;04/25/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220512817;08/22/2022 12:00:00 AM;Harbor     ;BIKE - STOLEN                                           
220515887;11/11/2022 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
220505724;02/13/2022 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
220516110;11/18/2022 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
220514014;09/22/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220508447;04/27/2022 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
220507839;04/10/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220504215;01/07/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220515495;11/01/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220504981;01/27/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220508367;04/25/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
220515815;11/09/2022 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
220506302;03/01/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220511476;07/19/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220512467;08/12/2022 12:00:00 AM;Harbor     ;BURGLARY, ATTEMPTED                                     
220507163;03/24/2022 12:00:00 AM;Harbor     ;BRANDISH WEAPON                                         
220513409;09/06/2022 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
220513769;09/14/2022 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
220516706;12/05/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220506191;02/26/2022 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
220510109;06/12/2022 12:00:00 AM;Harbor     ;ROBBERY                                                 
220510637;06/27/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220512516;08/14/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220515246;10/25/2022 12:00:00 AM;Harbor     ;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT          
230505625;02/14/2023 12:00:00 AM;Harbor     ;CHILD STEALING                                          
220508277;04/20/2022 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
220510531;06/23/2022 12:00:00 AM;Harbor     ;ROBBERY                                                 
220507802;04/09/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220505400;02/06/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220510231;06/15/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220511908;07/23/2022 12:00:00 AM;Harbor     ;VIOLATION OF RESTRAINING ORDER                          
220516767;12/04/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220515169;10/23/2022 12:00:00 AM;Harbor     ;ROBBERY                                                 
220515205;10/24/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220515940;11/13/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220513067;08/29/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220507532;04/03/2022 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
220511241;07/12/2022 12:00:00 AM;Harbor     ;BATTERY - SIMPLE ASSAULT                                
220517085;12/16/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230510161;06/20/2023 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220512673;08/19/2022 12:00:00 AM;Harbor     ;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD
220513372;09/06/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220507534;04/04/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220508055;04/16/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220505706;02/13/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220516329;11/25/2022 12:00:00 AM;Harbor     ;CRIMINAL THREATS - NO WEAPON DISPLAYED                  
220514395;10/02/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220504820;01/23/2022 12:00:00 AM;Harbor     ;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)     
220517300;12/22/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220504709;01/19/2022 12:00:00 AM;Harbor     ;THEFT OF IDENTITY                                       
220511905;07/30/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220512384;08/06/2022 12:00:00 AM;Harbor     ;INTIMATE PARTNER - SIMPLE ASSAULT                       
220515879;11/10/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220513084;08/29/2022 12:00:00 AM;Harbor     ;OTHER ASSAULT                                           
220511307;07/14/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220511030;07/06/2022 12:00:00 AM;Harbor     ;THEFT PLAIN - PETTY ($950 & UNDER)                      
220505143;01/31/2022 12:00:00 AM;Harbor     ;VANDALISM - MISDEAMEANOR ($399 OR UNDER)                
220513772;09/16/2022 12:00:00 AM;Harbor     ;EXTORTION                                               
220507631;04/06/2022 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220511983;08/01/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
230508905;05/17/2023 12:00:00 AM;Harbor     ;BURGLARY                                                
220506033;02/21/2022 12:00:00 AM;Harbor     ;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 
220514771;10/12/2022 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
220514220;09/28/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220506402;03/04/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220509337;05/20/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
220514146;09/26/2022 12:00:00 AM;Harbor     ;VEHICLE - STOLEN                                        
220504348;01/10/2022 12:00:00 AM;Harbor     ;BURGLARY FROM VEHICLE                                   
220504485;01/14/2022 12:00:00 AM;Harbor     ;SHOPLIFTING - PETTY THEFT ($950 & UNDER)                
220514329;09/30/2022 12:00:00 AM;Harbor     ;BURGLARY                                                
